0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
28.6176,302.843,0.0177843,68.0332,1.81045,221.492,0,0.713883,192.427,100.643,12.5038,1.32436,426.114,0,0,6.35681,27.8752,16.8906,11.4257,0.0144028,0.252275
28.1883,302.153,0.0175836,69.0819,1.35702,226.551,0,0.397813,212.666,100.641,9.49369,0.973769,421.515,0,0,6.23252,27.7438,17.1666,10.9961,0.0361007,0.23474
27.9435,301.719,0.0172231,68.7194,1.47089,264.733,0,0.184573,248.443,100.663,7.30258,0.859747,417.802,0,0,6.38245,28.1032,17.7944,11.0825,0.0266018,0.228144
27.4471,301.102,0.0170488,70.1788,1.11006,242.023,0,0.0188876,190.092,100.689,5.9092,0.630912,414.076,0,0,5.31521,28.2663,26.5173,15.8626,0.0566177,0.213274
27.2549,300.818,0.0167462,69.7862,0.751787,233.721,0,0.117622,161.384,100.718,4.83648,0.850984,414.57,2.68366,3.22476,4.65257,26.1338,33.234,19.2545,2.30591,0.201064
27.6476,302.964,0.016621,67.6103,2.2024,197.7,0,0.231741,202.471,100.749,31.741,9.78822,415.533,120.573,144.884,4.47732,19.9248,23.1729,13.8977,7.83783,0.182053
28.3057,306.086,0.0167346,65.3536,2.76962,183.617,0,0.183499,379.72,100.768,86.9197,20.7817,417.551,288.384,346.53,4.21091,15.38,18.7495,12.305,13.8717,0.163119
28.3057,306.086,0.0167346,65.3536,2.76962,183.617,0,0.183499,379.72,100.768,86.9197,20.7817,417.551,288.384,346.53,3.34129,12.9361,15.7511,11.0637,27.3795,0.150932
29.3864,309.73,0.0169981,62.0826,3.15202,182.715,0,0.0190271,586.382,100.77,155.359,32.6484,421.999,461.966,555.111,2.69054,11.1548,14.8514,11.12,52.4637,0.148087
30.6377,313.68,0.0168765,57.0466,3.04996,191.954,0,0.0293222,987.08,100.75,223.94,45.2894,427.2,638.709,767.49,2.58032,9.12817,14.6306,11.3446,77.5966,0.154832
31.7751,316.28,0.016564,52.181,3.11751,192.904,0,0.0215957,1136.66,100.694,266.124,52.1517,432.148,712.737,856.444,2.88775,9.45768,14.1599,11.0109,93.1452,0.175678
32.9494,319.19,0.0164474,48.1879,3.13482,182.7,0,0.0155874,1352.2,100.625,316.041,61.301,437.873,826.021,992.569,3.02533,9.167,14.8768,11.6861,113.524,0.196816
33.762,319.19,0.0162229,45.2004,3.29347,168.371,0,0,1538.06,100.558,298.809,57.0062,444.531,727.617,874.324,2.79373,7.62873,16.2481,13.0755,127.606,0.196635
34.6641,319.53,0.0156382,41.2129,3.37588,185.422,0,0,1654.15,100.483,285.187,55.0121,448.732,666.789,801.232,2.60655,6.44666,16.2047,13.0384,135.653,0.18738
35.376,320.389,0.0148838,37.5467,3.45966,199.873,0,0,1806.89,100.432,292.223,58.3997,449.121,696.68,837.149,2.53988,6.4474,17.3816,14.121,136.815,0.181773
35.9598,318.528,0.0145265,35.3586,4.22213,188.055,0,0,1916.73,100.395,245.145,48.7776,451.548,517.385,621.703,2.57055,8.14613,18.4325,14.9126,138.062,0.184011
36.2531,317.275,0.0145554,34.803,3.90891,190.517,0,0,2054.79,100.386,191.865,40.5285,450.145,402.066,483.133,3.09009,13.8006,19.7498,15.6414,126.728,0.224533
36.1213,314.255,0.0148385,35.7653,4.32066,201.629,0,0.0532961,1811.7,100.391,120.596,26.7524,452.508,199.327,239.517,3.44362,19.1637,15.1613,10.9958,81.9117,0.191734
35.4134,311.027,0.0153782,38.699,4.32792,224.541,0,0.214108,1269.54,100.415,55.3278,10.8487,449.208,32.9776,39.6267,4.47177,28.4439,17.0276,12.3909,45.4049,0.158976
33.4179,308.631,0.0183403,52.1302,4.18015,213.691,0,0.564113,315.929,100.463,44.3818,2.10186,449.957,0,0,4.29144,32.4448,18.7307,14.0877,23.6213,0.245799
32.2818,307.483,0.018697,56.9851,4.44102,207.022,0.0405895,0.871423,240.647,100.499,46.2065,4.50167,472.56,0,0,3.56636,29.986,15.0288,11.6213,14.632,0.269812
31.3703,305.943,0.0183699,59.2129,5.32852,208.471,0.0359061,0.562304,423.042,100.512,36.1265,3.67832,438.191,0,0,3.99071,31.3372,13.9126,11.1133,8.01621,0.275864
30.2496,304.882,0.0171711,59.3042,3.71286,221.534,0,0.20034,367.111,100.519,28.7822,2.26413,430.815,0,0,4.1911,31.3643,15.2699,11.9863,3.44536,0.294619
29.6134,304.039,0.016496,59.2559,3.91627,209.379,0,0.226174,328.309,100.521,25.4612,1.67481,424.175,0,0,5.03173,31.8694,16.984,12.6536,0.314935,0.314408
28.8218,303.269,0.0166339,62.7553,2.85235,195.347,0,0.300605,257.307,100.526,20.7157,1.32124,419.047,0,0,4.73631,28.787,18.161,12.6309,0.101608,0.265157
27.9779,302.469,0.0165018,65.6159,2.31466,188.291,0,0.0268143,132.418,100.538,18.7684,1.122,414.983,0,0,3.6595,26.15,17.4102,11.5356,0.761281,0.206996
27.4899,301.915,0.0164459,67.4173,1.65277,196.168,0,0.0526561,98.6486,100.546,14.8601,0.976216,416.337,0,0,3.12869,24.536,17.7758,11.4936,1.90638,0.171736
27.4173,301.67,0.0165188,68.041,1.77985,193.926,0,0.298603,94.229,100.571,12.8662,0.960403,418.848,0,0,2.85966,24.6128,24.5814,14.874,2.07116,0.161789
27.2437,301.323,0.0165101,68.769,1.68246,183.207,0,0.257336,92.7796,100.604,10.8615,0.888701,418.695,0,0,3.16986,22.8371,36.7678,21.3134,4.33439,0.164128
26.9755,300.866,0.0166258,70.4487,1.11068,186.974,0,0.165083,98.6747,100.642,8.66595,1.01256,416.971,2.21951,2.66702,3.30492,15.3512,27.7434,17.4669,12.9729,0.159511
27.3304,303.613,0.0168699,69.944,1.40819,201.263,0,0.171033,211.605,100.68,40.5299,10.2608,416.395,146.214,175.695,2.59678,10.5353,17.205,11.3448,22.6796,0.147482
28.4286,307.418,0.0176852,68.4997,2.13302,196.079,0,0.160981,581.147,100.709,102.502,22.1469,420.413,336.881,404.805,2.77451,11.2505,15.3144,10.7419,38.2801,0.151646
28.4286,307.418,0.0176852,68.4997,2.13302,196.079,0,0.160981,581.147,100.709,102.502,22.1469,420.413,336.881,404.805,3.18373,11.3312,15.6844,11.3993,62.1546,0.160929
29.6395,311.605,0.0178807,64.2566,2.4639,191.056,0,0.0476154,864.032,100.716,179.296,35.5708,424.086,536.327,644.465,2.64924,8.00531,15.7766,11.9872,78.4707,0.154667
30.7514,314.575,0.017814,59.7614,2.61212,189.844,0,0.0392694,1039.11,100.695,231.277,43.8209,432.241,636.916,765.336,2.81272,8.30628,16.8684,13.2236,94.4506,0.170685
31.852,317.06,0.0174743,54.7614,3.07335,172.359,0,0.0229522,1170.58,100.644,284.387,52.6477,437.381,737.117,885.739,3.32977,7.50455,19.8646,16.1187,116.162,0.179625
32.9578,319.519,0.0166759,48.8104,3.34419,171.575,0,0.0380795,1319.06,100.582,333.288,61.6623,438.279,838.384,1007.42,3.62179,6.81506,19.6506,16.1647,128.467,0.176558
34.0282,321.07,0.0156888,42.9915,3.63524,167.495,0,0.0277471,1463.36,100.518,359.004,66.4139,439.388,868.949,1044.15,3.14102,6.8734,17.9859,14.832,134.304,0.161628
35.0728,321.266,0.0144288,37.0862,4.25767,176.306,0,0.0103018,1654.51,100.462,357.713,66.5087,440.97,817.637,982.495,3.31036,7.44784,19.402,16.0374,141.374,0.164431
35.8412,320.883,0.0137693,33.7529,4.11573,167.606,0,0,1782.66,100.383,316.084,60.7163,444.233,708.321,851.137,3.52075,9.37014,20.5529,16.7506,141.915,0.170982
36.4166,319.535,0.0134378,31.8071,4.28946,171.789,0,0,1889.13,100.364,263.203,52.2396,445.605,563.346,676.932,3.14439,14.3455,16.7364,13.0371,116.615,0.204062
36.6945,317.367,0.0135337,31.497,4.54628,178.142,0,0,1973.57,100.353,197.21,41.0674,447.702,388.397,466.708,1.76982,12.9293,13.3068,9.69053,73.057,0.14194
36.5511,314.797,0.0144843,34.0155,4.23552,201.19,0,0,2100.21,100.389,122.277,27.0804,450.916,206.071,247.62,3.705,24.6256,15.0789,11.0714,37.2698,0.180133
34.768,310.876,0.0181593,47.5342,4.53609,235.849,0,0.27377,922.597,100.439,69.7384,9.5771,452.1,33.9984,40.8534,5.10588,40.5843,20.5407,15.4208,12.5429,0.283212
33.7286,308.857,0.0177761,49.6069,4.68205,219.99,0,0.761615,688.348,100.516,46.173,2.15814,445.527,0,0,5.13488,41.8516,19.5366,14.7737,3.71758,0.270353
32.419,307.184,0.0162117,49.0289,5.34987,209.878,0,0.696766,211.739,100.562,41.214,2.33185,436.398,0,0,5.09895,38.5013,18.3097,14.247,1.05142,0.265457
31.2545,306.065,0.0161183,52.3718,3.62113,218.086,0,0.563153,257.563,100.596,31.8607,1.87874,431.455,0,0,6.45587,37.6343,21.2197,16.6221,0.0411381,0.333861
30.4877,305.125,0.0160294,54.6088,3.78166,218.079,0,0.235874,326.836,100.614,29.2343,1.80584,428.328,0,0,7.46517,36.5846,23.8647,18.0927,0.00783482,0.384368
29.7977,304.338,0.0160838,57.1871,3.28873,214.338,0,0.00957558,371.175,100.632,24.6568,1.58429,423.799,0,0,8.13408,36.3008,28.9051,21.0368,0.000340485,0.434781
29.0103,303.469,0.016069,59.9938,3.19604,201.608,0,0.0221341,177.775,100.644,22.6185,1.41533,417.605,0,0,8.67927,36.3034,32.383,22.5193,0.000170456,0.458204
28.1096,302.677,0.0160161,63.2528,1.82054,206.556,0,0.0118266,153.587,100.672,17.2203,1.05798,411.543,0,0,8.4894,35.9097,33.9118,22.8634,0.000133655,0.461172
27.5733,301.924,0.0160278,65.4605,1.39586,208.531,0,0.261021,136.105,100.691,14.0192,0.883647,409.301,0,0,7.33396,34.8168,37.6828,24.1652,0.00833455,0.410098
27.1691,301.39,0.0160106,67.0832,1.31728,220.069,0,0.255233,98.1142,100.725,12.5286,0.800914,408.568,0,0,5.90801,31.7217,42.1719,25.4143,2.62745,0.261905
26.8993,301.008,0.0157754,67.2508,1.42981,227.908,0,0.312282,77.6579,100.767,11.2322,0.803289,408.998,0,0,4.14136,22.7628,31.7795,19.4177,12.5054,0.172856
26.6288,300.617,0.0157686,68.4021,1.36876,257.083,0,0.315918,96.2023,100.815,9.83767,0.965697,408.017,1.56797,1.88412,3.56647,17.6738,22.7201,14.7696,20.444,0.164919
27.1274,302.8,0.0151959,63.9284,1.04776,255.328,0,0.31371,207.764,100.866,29.414,9.03121,410.59,118.287,142.136,4.32154,15.2886,19.6527,13.7474,36.7258,0.163306
28.5797,307.438,0.0141971,54.576,1.00272,217.089,0,0.0481793,446.349,100.887,80.4847,22.1444,412.18,315.701,379.355,3.28862,10.4857,17.4149,13.0962,71.7056,0.141519
28.5797,307.438,0.0141971,54.576,1.00272,217.089,0,0.0481793,446.349,100.887,80.4847,22.1444,412.18,315.701,379.355,2.79487,7.04565,15.3518,12.1191,94.7441,0.138866
29.4864,311.433,0.0146231,53.1605,1.34193,189.594,0,0.0360353,647.212,100.918,150.073,34.2199,414.582,500.422,601.32,2.65768,5.93994,15.4652,12.5337,104.93,0.14073
30.8386,315.309,0.0145107,48.5215,1.76431,177.447,0,0.0451887,865.431,100.898,220.618,46.7351,416.49,671.089,806.399,2.55545,5.34552,16.6887,13.6202,115.508,0.144035
32.0087,318.59,0.0139034,43.2394,1.73679,172.779,0,0.0352834,1063.14,100.832,273.659,56.4001,419.808,793.16,953.083,2.58049,5.7252,18.4809,15.4378,128.316,0.149625
33.2223,320.665,0.0129298,37.3054,2.44856,183.145,0,0.0404189,1223.92,100.751,322.502,64.4628,421.676,867.147,1041.99,2.6414,7.02075,22.5343,19.0992,138.804,0.1549
34.146,321.71,0.0129078,35.1738,2.98256,189.988,0,0.0335796,1324.86,100.668,346.889,66.8515,426.319,871.088,1046.72,2.6145,7.71164,23.6013,20.1369,146.201,0.160939
35.1189,321.927,0.0124644,31.9954,3.36952,191.973,0,0.0335927,1573.51,100.604,341.002,65.7316,430.905,819.092,984.243,3.29628,11.2717,24.8846,20.8913,154.895,0.179582
35.7567,321.096,0.0129181,31.874,3.26872,190.615,0,0.0783519,1681.57,100.518,294.249,56.8871,439.866,673.499,809.294,4.58836,62.6091,34.8731,28.8384,86.0837,0.217949
36.1118,320.301,0.0136194,32.8681,2.57556,197.97,0,0.0343583,1712.88,100.455,239.176,48.1301,445.654,556.476,668.677,2.96484,111.787,29.3037,22.8298,2.92212,0.215886
36.4429,318.036,0.0138677,32.8073,2.85553,202.406,0,0.0256684,1867.02,100.464,180.145,37.1271,450.895,378.815,455.195,3.98442,105.063,31.4073,22.2904,11.5438,0.226692
36.2451,315.151,0.0141979,33.9996,2.30714,253.484,0,0.627859,2051.77,100.484,104.862,22.2902,455.472,175.943,211.418,6.43663,101.061,32.3524,23.3138,5.25953,0.254962
34.5972,310.872,0.017135,45.3775,4.08981,149.581,2.68619,0.61345,769.952,100.558,69.2804,16.4704,458.515,26.4906,31.8318,8.35493,83.6896,35.6985,28.0396,2.33652E-08,0.291715
33.567,309.237,0.0167363,47.2074,3.29373,164.497,0,0.90337,487.022,100.597,47.4363,11.0564,471.665,0,0,7.33675,63.512,28.1354,22.8652,3.2036E-07,0.316377
